UniProt ID	Gene	pLDDT	UniProt Annotation	Swiss-Prot	UniProt	AlphaFold-Proteomes	Most frequent hit	Most frequent hit n
A8B9C4	GL50803_15105	42.72	Uncharacterized protein	HTH-type transcriptional regulator SarX	PadR family transcriptional regulator	Inositol methyltransferase	ArsR family transcriptional regulator	57
A8B940	GL50803_3977	87.96	G2/mitotic-specific cyclin B	Cyclin-B2-2	Cyclin N-terminal domain-containing protein	Cyclin-B1-4	Cyclin N-terminal domain-containing protein	196
A8B970	GL50803_137733	88.28	Kinase, NEK	Probable serine/threonine-protein kinase nek2	Other NEK kinase	NIMA (Never in mitosis gene a)-related kinase 2	Protein kinase domain-containing protein	429
A8B946	GL50803_16601	72.72	Uncharacterized protein	HEAT repeat-containing protein 3	Importin subunit alpha	HEAT repeat-containing protein 3	Importin N-terminal domain-containing protein	22
A8B979	GL50803_34134	61.86	ribonuclease H	Ribonuclease HI	Ribonuclease H	Ribonuclease HI	Ribonuclease H	1167
A8B9B2	GL50803_17227	87.29	DinF protein	Multidrug export protein MepA	Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps	MATE efflux family protein	Protein DETOXIFICATION	212
A8B978	GL50803_9099	77.46	PCI domain-containing protein	26S proteasome non-ATPase regulatory subunit 13	PCI domain-containing protein	26S proteasome non-ATPase regulatory subunit 13	PCI domain-containing protein	270
A8B924	GL50803_7351	88.66	Heat shock factor binding protein	None	None	None	None	0
A8B9B7	GL50803_17224	96.75	Alpha-SNAP	Alpha-soluble NSF attachment protein 2	Beta-soluble NSF attachment protein	Alpha-soluble NSF attachment protein 2	Tetratricopeptide repeat protein	192
A8B968	GL50803_9089	77.24	Cytochrome B5, outer mitochondrial membrane	Acyl-lipid (8-3)-desaturase	Flavohemoprotein B5 B5R	Cytochrome b5 reductase 4	Cytochrome b5 heme-binding domain-containing protein	400
A8B9A9	GL50803_114778	75.82	Uncharacterized protein	None	None	None	None	0
A8B961	GL50803_15265	55.36	Uncharacterized protein	Cytoplasmic dynein 2 light intermediate chain 1	Cytoplasmic dynein 2 light intermediate chain 1	Cytoplasmic dynein 2 light intermediate chain 1	Dynein light intermediate chain	154
A8B976	GL50803_9098	81.17	MT associated TRAF3 interacting protein	None	TNF receptor-associated factor 3 interacting protein 1	None	TNF receptor-associated factor 3 interacting protein 1	1
A8B984	GL50803_27887	69.6	Dpy-30 motif-containing protein	Nucleoside diphosphate kinase homolog 5	Dpy-30 motif-containing protein	Nucleoside diphosphate kinase homolog 5	NDK domain-containing protein	18
A8B9A6	GL50803_114777	71.81	Major facilitator superfamily transporter	Multidrug resistance protein 2	Predicted arabinose efflux permease, MFS family	RE53026p	MFS domain-containing protein	320
A8B956	GL50803_10679	59.91	Double-stranded DNA-binding domain-containing protein	DNA-binding protein M1425_1752	Double-stranded DNA-binding domain family protein	Double-stranded DNA-binding family protein	Programmed cell death protein 5	27
A8B9B4	GL50803_21803	54.67	Bromo domain-containing protein	None	Bromo domain-containing protein	None	Bromo domain-containing protein	1
A8B922	GL50803_7352	47.44	Uncharacterized protein	None	None	None	None	0
A8B919	GL50803_14433	69.94	Ankyrin repeat protein 1	Ankyrin repeat domain-containing protein 30B	Ankyrin repeat and SOCS box-containing 3	Ankyrin repeat domain-containing protein 30B	Ankyrin_rpt-contain_dom domain-containing protein	22
A8B951	GL50803_10675	61.61	Noc2p family protein	Nucleolar complex protein 2 homolog	Noc2p family protein	Nucleolar complex protein 2 homolog	Nucleolar complex protein 2 homolog	23
A8B908	GL50803_25035	57.65	Protein tyrosine phosphatase	Tyrosine-protein phosphatase 1	Protein-tyrosine phosphatase	Tyrosine-protein phosphatase 1	Protein-tyrosine-phosphatase	34
A8B930	GL50803_7348	42.86	Uncharacterized protein	None	None	None	None	0
A8B916	GL50803_7356	71.95	Kinase, NEK	Serine/threonine-protein kinase Nek10	Predicted protein	Mitogen-activated protein kinase kinase kinase 1	Non-specific serine/threonine protein kinase	318
A8B9N7	GL50803_10524	25.36	Uncharacterized protein	None	None	None	None	0
A8B9T6	GL50803_9162	72	Nuclear LIM interactor-interacting factor 1	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2	Predicted protein	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2	FCP1 homology domain-containing protein	327
A8B9H3	GL50803_16915	77.28	Ankyrin repeat protein 1	Transcription factor SWI6	TKL protein kinase	ANK_REP_REGION domain-containing protein	Ankyrin_rpt-contain_dom domain-containing protein	35
A8B9D2	GL50803_15103	43.99	Rad21/Rec8-like protein C-terminal eukaryotic domain-containing protein	None	BlaI/MecI/CopY family transcriptional regulator	None	BlaI/MecI/CopY family transcriptional regulator	1
A8B9V1	GL50803_17453	31.54	Uncharacterized protein	None	None	None	None	0
A8B9C8	GL50803_10055	88.46	DNA-directed RNA polymerase subunit D	DNA-directed RNA polymerases I and III subunit rpac1	DNA-directed RNA polymerase subunit D	DNA-directed RNA polymerases I and III subunit rpac1	DNA-directed RNA polymerase subunit alpha	611
A8B9U6	GL50803_13201	67.03	Nudix hydrolase	mRNA-decapping enzyme subunit 2	Nudix hydrolase domain-containing protein	mRNA-decapping enzyme 2	Nudix hydrolase domain-containing protein	225
A8B9E8	GL50803_15581	91.52	WD40 repeat protein	p21-activated protein kinase-interacting protein 1-like	WD40 repeat-like protein	p21-activated protein kinase-interacting protein 1	WD_REPEATS_REGION domain-containing protein	99
A8B9E0	GL50803_13787	80.23	N-alpha-acetyltransferase 30	N-alpha-acetyltransferase 30	N-acetyltransferase domain-containing protein	N-alpha-acetyltransferase 30	N-acetyltransferase domain-containing protein	407
A8B9F0	GL50803_36315	77.79	Dual specificity protein phosphatase 12	Dual specificity protein phosphatase 12	Kazal-like domain-containing protein	Dual specificity protein phosphatase 12	Protein-tyrosine-phosphatase	320
A8B9V6	GL50803_17451	83.43	Deoxynucleoside kinase	Deoxyadenosine kinase	dNK domain-containing protein	Deoxyadenosine kinase	Adenylate kinase	313
A8B9L4	GL50803_8560	71.93	Uncharacterized protein	Target of rapamycin complex 2 subunit sin1	PID domain-containing protein	Stress-activated map kinase-interacting protein 1	PID domain-containing protein	173
A8B9D5	GL50803_32815	53.08	Uncharacterized protein	None	E3 ubiquitin-protein ligase RNF114	None	E3 ubiquitin-protein ligase RNF114	2
A8B9U7	GL50803_13200	89.26	RNA helicase	ATP-dependent RNA helicase DHX8	Helicase associated domain (HA2)	RNA helicase	RNA helicase	204
A8B9I9	GL50803_102023	84.49	Ankyrin repeat protein 1	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C	Ankyrin-2	Ankyrin repeat domain-containing protein 30A	Methyl-accepting chemotaxis protein	91
A8B9N3	GL50803_10522	59.59	SHIPPO repeat domain-containing protein	None	None	None	None	0
A8B9V0	GL50803_17454	87.71	Kinesin motor domain-containing protein	Kinesin-like protein KLP2	Kinesin motor domain-containing protein	Kinesin-like protein	Kinesin-like protein	759
A8B9T2	GL50803_97130	85.57	Kinase, NEK	Probable serine/threonine-protein kinase nek2	ANK2 protein	Protein kinase domain-containing protein	Protein kinase domain-containing protein	412
A8B9L2	GL50803_8559	88.87	V-type proton ATPase proteolipid subunit	V-type proton ATPase 16 kDa proteolipid subunit	V-type proton ATPase proteolipid subunit	V-type proton ATPase 16 kDa proteolipid subunit	V-type proton ATPase proteolipid subunit	544
A8B9T8	GL50803_32657	49.68	Uncharacterized protein	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	Histidine kinase	None	Histidine kinase	21
A8B9P0	GL50803_10527	29.14	Uncharacterized protein	None	None	None	None	0
A8B9T4	GL50803_137698	88.93	Sec13	Protein transport protein SEC13	Sec13	Protein transport protein SEC13	WD_REPEATS_REGION domain-containing protein	67
A8B9J2	GL50803_13156	88.5	Eukaryotic initiation factor 4A	Eukaryotic initiation factor 4A-I	ATP-dependent RNA helicase, DEAD box family protein	Eukaryotic initiation factor 4A-I	RNA helicase	393
A8B9L0	GL50803_14730	69.89	Macro domain-containing protein	ADP-ribose glycohydrolase MACROD1	Protein LRP16	Macro domain containing protein	Macro domain-containing protein	151
A8B9M4	GL50803_26199	70.07	Kinase, NEK	Serine/threonine-protein kinase KIN3	Other NEK kinase	Protein kinase domain-containing protein	Protein kinase domain-containing protein	270
A8B9K4	GL50803_5534	90.31	Coiled-coil protein	E3 ubiquitin-protein ligase RGLG1	Coiled-coil protein	VWFA domain-containing protein	VWFA domain-containing protein	180
A8B9K1	GL50803_5533	63.68	DUB-1	Ubiquitin carboxyl-terminal hydrolase 36	Ubiquitin carboxyl-terminal hydrolase	Ubiquitin carboxyl-terminal hydrolase 36	Ubiquitin carboxyl-terminal hydrolase	227
A8B9R3	GL50803_15240	76.01	Uncharacterized protein	Radial spoke protein 14	Armadillo-type protein	Expressed protein	RING-type E3 ubiquitin transferase	139
A8B9F8	GL50803_114797	69.48	Ankyrin repeat protein 1	Sex-determining protein fem-1	Ankyrin repeat protein 1	Sex-determining protein fem-1	Ankyrin repeat protein 1	220
A8B9S8	GL50803_17460	94.04	G1 to S phase transition protein 1, putative	Eukaryotic peptide chain release factor GTP-binding subunit	ERF-3	Eukaryotic translation release factor 3, isoform A	Elongation factor 4	748
A8B9F9	GL50803_137676	82.23	Kinase, NEK	Serine/threonine-protein kinase nekl-3	Kinase-like domain-containing protein	Serine/threonine kinase	Protein kinase domain-containing protein	547
A8B9H1	GL50803_12139	74.2	Ankyrin repeat protein 3	Protein HOS4	Inversin	Protein HOS4	Ankyrin_rpt-contain_dom domain-containing protein	12
A8B9H7	GL50803_15587	83.95	Ankyrin repeat protein 1	Uveal autoantigen with coiled-coil domains and ankyrin repeats	Protein 21.1	Ankyrin repeat domain 35	Ankyrin repeat protein 1	222
A8B9N2	GL50803_10521	92.25	arginine--tRNA ligase	Arginine--tRNA ligase	Arginine--tRNA ligase, cytoplasmic	Arginyl-tRNA synthetase	Arginine--tRNA ligase	1491
A8B9D9	GL50803_16910	43.66	Uncharacterized protein	None	None	None	None	0
A8B9T9	GL50803_102438	87.83	Plasma membrane calcium-transporting ATPase 2	Calcium-transporting ATPase 12, plasma membrane-type	Calcium-transporting ATPase	Calcium-transporting ATPase	Calcium-transporting ATPase	228
A8B9M9	GL50803_30476	80.38	Long chain fatty acid CoA ligase 4	Fatty acyl-CoA synthetase A	AMP-binding domain-containing protein	Fatty acyl-CoA synthetase A	Acetyl-coenzyme A synthetase	227
A8B9D7	GL50803_4964	91.45	Mevalonate kinase	Mevalonate kinase	Mevalonate kinase	Mevalonate kinase	Mevalonate kinase	770
A8B9E6	GL50803_21792	83.53	RING finger domain-containing protein	Arrestin domain-containing protein 1	Arrestin domain-containing protein 3-like	Si:dkey-172m14.2	Arrestin_C domain-containing protein	318
A8B9I4	GL50803_27035	59.43	C2H2-type domain-containing protein	Zinc finger protein 385A	C2H2-type domain-containing protein	U1-type domain-containing protein	C2H2-type domain-containing protein	161
A8B9K8	GL50803_8557	28.59	Spindle pole protein	None	None	None	None	0
A8B9S6	GL50803_13774	75.98	Uncharacterized protein	ADP-ribosylation factor GTPase-activating protein AGD2	CBY1 interacting BAR domain containing 2	Myc box-dependent-interacting protein 1	Methyl-accepting chemotaxis protein	21
A8B9V4	GL50803_32363	64.66	Uncharacterized protein	None	AIG1-type G domain-containing protein	None	AIG1-type G domain-containing protein	1
A8B9F2	GL50803_12119	84.39	SnRNP Sm-like protein	Probable small nuclear ribonucleoprotein Sm D1	Small nuclear ribonucleoprotein Sm D1	Small nuclear ribonucleoprotein Sm D1	U6 snRNA-associated Sm-like protein LSm4	590
A8B9Q3	GL50803_97219	87.3	Fibrillarin	rRNA 2'-O-methyltransferase fibrillarin	Dual-specificity kinase	Os02g0821800 protein	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	224
A8B9N4	GL50803_29227	57.39	H-SHIPPO 1	None	None	None	None	0
A8B9R2	GL50803_15239	60.26	Condensin complex subunit 2	None	Condensin complex subunit 2	None	Condensin complex subunit 2	3
A8B9P8	GL50803_15232	75.3	Ankyrin repeat protein 1	KN motif and ankyrin repeat domain-containing protein 2	Nuclear factor NF-kappa-B p100 subunit-like	ANK_REP_REGION domain-containing protein	Ankyrin_rpt-contain_dom domain-containing protein	14
A8B9E4	GL50803_16912	77.03	Inositol-tetrakisphosphate 1-kinase	Inositol-tetrakisphosphate 1-kinase 1	Queuine tRNA-ribosyltransferase	Inositol-tetrakisphosphate 1-kinase	ATP-grasp domain-containing protein	205
A8B9P2	GL50803_10529	94.15	Bardet-Biedl syndrome 4 protein-like protein	Bardet-Biedl syndrome 4 protein homolog	Tetratricopeptide repeat protein	Tetratricopeptide repeat protein 28	Tetratricopeptide repeat protein	160
A8B9M7	GL50803_2082	92.53	Kinase, NEK	Serine/threonine-protein kinase Nek2	NIMA-like protein kinase	Serine/threonine-protein kinase Nek2	Protein kinase domain-containing protein	450
A8BA70	GL50803_3983	88.69	5' nucleotidase family protein	Secreted protein ARB_01864	5' nucleotidase family protein	Metallophos domain-containing protein	Bifunctional metallophosphatase/5'-nucleotidase	128
A8BA35	GL50803_9952	65.63	RING-type domain-containing protein	Non-structural maintenance of chromosomes element 1 homolog	Non-structural maintenance of chromosomes element 1 homolog	Non-structural maintenance of chromosomes element 1 homolog	RING-type domain-containing protein	157
A8BA88	GL50803_14978	89.94	Membrane protein	Protein PGR	TIGR00297 family protein	Protein PGR	DUF92 domain-containing protein	303
A8BA31	GL50803_9948	58.82	P/Homo B domain-containing protein	Proprotein convertase subtilisin/kexin type 4	P/Homo B domain-containing protein	Proprotein convertase subtilisin/kexin type 4	P/Homo B domain-containing protein	214
A8BAG0	GL50803_14126	41.07	Uncharacterized protein	None	RIPOR family member 3	None	RIPOR family member 3	1
A8BA55	GL50803_14507	33.44	Uncharacterized protein	None	None	None	None	0
A8BA80	GL50803_22291	85.1	EamA-like transporter family protein	Solute carrier family 35 member F6	PALP domain-containing protein	Solute carrier family 35 member F6	TPT domain-containing protein	115
A8B9X2	GL50803_9155	71.95	Ribonuclease	ERAD-associated E3 ubiquitin-protein ligase HRD1A	Ring finger domain-containing protein	RING-type E3 ubiquitin transferase	RING-type domain-containing protein	46
A8BAE1	GL50803_17253	35.35	Uncharacterized protein	None	None	None	None	0
A8BAE4	GL50803_8713	48.96	Lipase	Diacylglycerol lipase-beta	Lipase_3 domain-containing protein	Lipase_3 domain-containing protein	Lipase_3 domain-containing protein	26
A8BA73	GL50803_12830	51.15	Uncharacterized protein	Membrane-spanning 4-domains subfamily A member 10	Predicted protein	None	Membrane-spanning 4-domains subfamily A member 10	3
A8BA81	GL50803_40067	66.29	N-acetyltransferase domain-containing protein	Puromycin N-acetyltransferase	N-acetyltransferase domain-containing protein	Acetyltransferase	N-acetyltransferase domain-containing protein	418
A8BA51	GL50803_34141	67.6	Nin one binding protein-like protein	20S-pre-rRNA D-site endonuclease nob1	Nin one binding protein-like protein	RNA-binding protein NOB1	RNA-binding protein NOB1	153
A8BA85	GL50803_2538	59.98	Kinase, NAK	Serine/threonine-protein kinase 16	Kinase-like domain-containing protein	Os09g0279100 protein	Protein kinase domain-containing protein	272
A8BAA6	GL50803_17574	65.07	Coiled-coil protein	None	None	None	None	0
A8BAF7	GL50803_21088	66.93	Uncharacterized protein	None	None	None	None	0
A8B9Y0	GL50803_9145	77.07	DNA helicase RecQ	ATP-dependent DNA helicase Q1	DNA helicase RecQ	ATP-dependent DNA helicase	RNA helicase	396
A8B9W9	GL50803_9157	55.57	UBC core domain-containing protein	None	ThiF family adenylyltransferase	None	EpsI family protein	16
A8BA45	GL50803_16498	73.36	Nucleolar GTPase	Guanine nucleotide-binding protein-like 3 homolog	Nucleolar GTPase	Os01g0375000 protein	Nucleolar GTP-binding protein 2	305
A8B9W1	GL50803_112519	88.97	Ankyrin repeat protein 1	Ankyrin repeat domain-containing protein 2A	Ankyrin repeat protein 1	LP22840p	Ankyrin repeat protein 1	233
A8BAD9	GL50803_8708	66.72	Eukaryotic translation initiation factor 1A	Eukaryotic translation initiation factor 1A, X-chromosomal	Translation initiation factor	Eukaryotic translation initiation factor 4C	Translation initiation factor IF-1	1042
A8BAA3	GL50803_94463	45.33	Uncharacterized protein	F-box protein At1g49990	Outer membrane protein assembly factor BamB	F-box protein At1g49990	F-box domain-containing protein	53
A8BAB7	GL50803_16135	41.93	Cullin family profile domain-containing protein	Exportin-T	HTH arsR-type domain-containing protein	Ribonuclease R	Exportin-T	4
A8BA49	GL50803_16507	70.94	Tail specific protease domain-containing protein	Peptidase S41 family protein ustP	TSPc domain-containing protein	Unplaced genomic scaffold supercont1.7, whole genome shotgun sequence	TSPc domain-containing protein	428
A8BA62	GL50803_7677	37.03	Uncharacterized protein	None	None	None	None	0
A8BAA0	GL50803_9545	69.32	Uncharacterized protein	Nucleosome-remodeling factor subunit NURF301-like	Bromodomain-containing protein	Bromo domain-containing protein	Bromo domain-containing protein	12
